district_id,Region,Class,Latitude,Longitude,total_pop,pop_0_14,pop_15_64,pop_65plus,child_pop_pct,poverty_incidence,poverty_intensity,census_uninsured_pct,illiterate_pct,employed_pct,imm_bcg_pct,imm_dpt1_pct,imm_dpt2_pct,imm_dpt3_pct,imm_polio1_pct,imm_polio2_pct,imm_polio3_pct,imm_measles_pct,imm_fully_vaccinated_pct,imm_no_vaccination_pct,dpt_dropout_rate,imm_coverage_composite,cm_u5mr,cm_imr,cm_nmr,diarrhea_prev_pct,dhs_no_insurance_women_pct,facility_delivery_pct,women_no_education_pct,women_literate_pct,risk_index_binary,risk_index_binary_rel,idri,lisa_cluster,gi_z,hotspot_flag
Asunafo North Municipal,Ahafo,Municipal,6.81509969999999,-2.67736640122449,151258,54201,91432,5625,35.83347657644554,26.1,42.0,14.236602361527986,26.32191355167991,34.12117045048857,88.8,91.7,90.5,88.5,88.6,85.5,78.5,84.1,70.8,8.3,3.200000000000003,0.8497499999999999,29.0,17.0,13.0,10.95,4.7,92.65,17.5,48.3,1,1,0.25916674901856296,NS,-0.2835431537790745,0
Asunafo South,Ahafo,District,6.56280465,-2.53279356335542,91693,33853,54241,3599,36.91993936287394,26.2,42.7,47.49544676256639,28.8931543302106,35.63085513616088,88.8,91.7,90.5,88.5,88.6,85.5,78.5,84.1,70.8,8.3,3.200000000000003,0.8497499999999999,29.0,17.0,13.0,10.95,4.7,92.65,17.5,48.3,1,1,0.40443161361044044,NS,-0.27143377457612283,0
Asutifi North,Ahafo,District,7.07651835,-2.52531850396715,73556,26046,44681,2829,35.40975583229105,26.6,43.1,17.297025395616945,25.550600902713576,33.20327369623144,88.8,91.7,90.5,88.5,88.6,85.5,78.5,84.1,70.8,8.3,3.200000000000003,0.8497499999999999,29.0,17.0,13.0,10.95,4.7,92.65,17.5,48.3,1,1,0.30289028290778797,LL,-0.728033511724902,-1
Asutifi South,Ahafo,District,6.84924284999999,-2.46125343688365,67334,24916,39893,2525,37.00359402382155,23.2,42.4,21.672557697448543,29.25862120177028,32.05215789942674,88.8,91.7,90.5,88.5,88.6,85.5,78.5,84.1,70.8,8.3,3.200000000000003,0.8497499999999999,29.0,17.0,13.0,10.95,4.7,92.65,17.5,48.3,1,1,0.32378178377672523,NS,-0.36950685734960353,0
Tano North Municipal,Ahafo,Municipal,7.19329065,-2.2080833699397,93838,32797,56534,4507,34.950659647477565,21.6,42.3,14.104094290159637,23.449988277670027,33.503484729001045,88.8,91.7,90.5,88.5,88.6,85.5,78.5,84.1,70.8,8.3,3.200000000000003,0.8497499999999999,29.0,17.0,13.0,10.95,4.7,92.65,17.5,48.3,1,1,0.23775602739458862,NS,-0.5467844151438948,0
Tano South Municipal,Ahafo,Municipal,7.16093674999999,-1.99681708617696,86989,31841,51200,3948,36.60347860074262,23.7,42.6,20.452011173826577,27.90582717355068,33.336398855027646,88.8,91.7,90.5,88.5,88.6,85.5,78.5,84.1,70.8,8.3,3.200000000000003,0.8497499999999999,29.0,17.0,13.0,10.95,4.7,92.65,17.5,48.3,1,1,0.3082563209033532,NS,-0.23351911957726643,0
Adansi Asokwa,Ashanti,District,6.2467263,-1.50841,71844,26456,41999,3389,36.82423027671065,32.4,43.3,50.14893380101331,28.261232670786708,32.77935526975113,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.47223051545783445,NS,-0.10925289231766852,0
Adansi North,Ashanti,District,6.3006124,-1.5897139446089,54155,18243,33485,2427,33.68664019942757,19.7,42.8,27.63364416951343,18.157141538177456,32.15030929738713,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.2740085253401197,NS,-0.39685889527384627,0
Adansi South,Ashanti,District,6.00427495,-1.39314032189093,85200,31297,49996,3907,36.733568075117375,35.0,43.2,46.093896713615024,27.070422535211268,34.78051643192489,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.4437111532082894,NS,0.18929467957085294,0
Afigya Kwabre North,Ashanti,District,7.03891495,-1.62667127242319,73330,29049,41355,2926,39.614073366971226,25.2,43.7,30.1200054547934,23.979271785081146,29.11495977089868,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.42862786745647763,NS,-0.16050104345156688,0
Afigya Kwabre South,Ashanti,District,6.83998064999999,-1.60957900170106,234667,86710,141162,6795,36.95023160478465,13.0,43.3,24.97112930237315,13.424980930424816,31.968278454149925,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.2724205014005575,LL,-0.5784181919614492,-1
Ahafo Ano North Municipal,Ashanti,Municipal,6.90966445,-2.23301229669742,92742,34011,54838,3893,36.6727049233357,26.5,41.2,30.63768303465528,24.91643484074098,36.02143581117509,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.28546304609546874,NS,-0.4025532118977412,0
Ahafo Ano South East,Ashanti,District,6.94633355,-1.90095355028736,63468,25185,35377,2906,39.68141425600302,31.8,42.5,32.337555933698866,32.235142118863045,32.394277431146406,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.42856833904164626,NS,-0.25288821538513145,0
Ahafo Ano South West,Ashanti,District,6.8289788,-2.00038660056909,65770,24659,38142,2969,37.49277786224722,31.9,41.8,37.518625513151896,31.427702599969592,34.75748821651209,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.385187127738947,NS,-0.19027550893645578,0
Akrofuom,Ashanti,District,6.03262245,-1.67136425707588,49291,17491,29718,2082,35.48517985027693,37.0,44.2,42.83946359375951,30.033880424418253,32.70171025136435,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.48083075682361714,NS,-0.14484644251802825,0
Amansie Central,Ashanti,District,6.20744165,-1.82814118592735,93052,32406,56066,4580,34.8256888621416,28.6,43.3,33.994970554098785,29.44160254481365,36.08734900915617,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.3591815327112452,NS,-0.14302972239558,0
Amansie South,Ashanti,District,6.30802585,-2.01186652006877,113155,37756,72001,3398,33.36662100658389,30.3,44.4,48.13839423799213,30.172771861605764,36.24232247801688,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.43291583080257084,NS,-0.12073425342239055,0
Amansie West,Ashanti,District,6.43975084999999,-1.85237045719587,112627,41149,67184,4294,36.53564420609623,31.0,44.7,43.01810400703206,26.997078853205718,30.3275413533167,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.4930296812956306,NS,-0.22901509589671384,0
Asante Akim Central Municipal,Ashanti,Municipal,6.56465915,-1.25347851347396,91673,31400,56241,4032,34.25217894036412,16.9,42.6,19.683003719743,17.219901170464585,32.1283256793167,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.2328106398275312,NS,-0.45066311191077785,0
Asante Akim North Municipal,Ashanti,Municipal,6.906722,-0.958978,85202,28732,52202,4268,33.72221309358935,26.0,42.1,33.99920189666909,23.846858054975232,35.04025727095608,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.2958810408127521,NS,-0.17090676242287967,0
Asante Akim South Municipal,Ashanti,Municipal,6.46141735,-1.11533920112058,123633,46188,70310,7135,37.35895755987479,24.6,42.2,32.611843116320074,25.618564622714,35.180736534743964,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.32905423919035065,NS,-0.23906720255765118,0
Asokore Mampong Municipal,Ashanti,Municipal,6.7077852,-1.5665013,191402,62820,120969,7613,32.820973657537536,11.3,42.7,20.275127741611897,19.35089497497414,34.58689041911788,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.1911110907271218,LL,-1.0323422695171491,-1
Asokwa Municipal,Ashanti,Municipal,6.6739843,-1.6026178,125642,39287,81383,4972,31.269002403654827,6.3,41.4,14.247624202098024,10.732080036930329,38.44096719249933,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.04192364225327965,LL,-1.1116980676331085,-1
Atwima Kwanwoma,Ashanti,District,6.65,-1.73333,234846,84950,142066,7830,36.172640794392926,13.8,43.3,26.15288316598963,13.568040332813844,31.918363523330186,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.27272244433732706,LL,-0.6709257126529828,-1
Atwima Mponua,Ashanti,District,6.5558963,-2.17659077213842,155254,58631,90341,6282,37.76456645239414,25.1,42.4,24.132711556546045,29.223723704381204,35.16044675177451,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.3220923828997363,NS,-0.18284270840957964,0
Atwima Nwabiagya North,Ashanti,District,6.87764335,-1.74489585317473,155025,56070,93744,5211,36.16835994194485,13.5,43.1,21.41332043218836,15.73681664247702,31.325270117722948,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.26096629578618946,NS,-0.5274273314384121,0
Atwima Nwabiagya South Municipal,Ashanti,Municipal,7.0689359,-2.0226618,161893,56647,99554,5692,34.990394890452336,12.5,43.0,23.43584960436832,13.833828516365749,33.54314269301329,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.22650289280836625,NS,-0.5292498867893208,0
Bekwai Municipal,Ashanti,Municipal,6.43631235,-1.59282285301503,137967,48084,82101,7782,34.85181238991933,19.4,43.6,27.69792776533519,17.872389774366333,31.904006030427567,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.30776069998297034,NS,-0.2429853035825302,0
Bosome Freho,Ashanti,District,6.3681227,-1.36632312680072,62259,23793,35091,3375,38.21616151881656,31.3,41.0,49.05154274883953,28.545270563292053,36.76095022406399,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.38379861895805795,NS,-0.28693294238428463,0
Bosomtwi,Ashanti,District,6.1777503,-0.1969922,165180,59630,98628,6922,36.10001210800339,16.1,43.8,28.312749727569926,13.871534084029545,31.89187552972515,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.3029679176583425,LL,-0.7966135325232105,-1
Ejisu Municipal,Ashanti,Municipal,6.7139918,-1.4665782,180723,62187,110743,7793,34.41011935392839,13.5,43.6,21.68788698726781,14.908451054929367,32.427527210150345,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.24710620633257735,LL,-0.6421049799424895,-1
Ejura Sekyedumase Municipal,Ashanti,Municipal,7.38567515,-1.39945747215309,137672,54929,77619,5124,39.89845429717008,25.0,42.2,33.57618106804579,35.88166075890523,31.946946365273988,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.4179211122940055,NS,-0.10658205680613277,0
Juaben Municipal,Ashanti,Municipal,6.0721368,-0.260652306105858,63929,23742,36797,3390,37.13807505201083,20.9,43.1,30.422812807958827,21.971249354752928,33.24469333166481,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.33418786214836005,NS,-0.5777137592483427,0
"Kumasi Metropolitan Area (KMA)-Bantama, Manhyia North, Manhyia South, Nhyiaeso, & Subin",Ashanti,Metropolitan,6.698152,-1.621229,443945,126044,299810,18091,28.391805291195983,8.9,42.3,22.551667436281523,10.821385531991575,37.05504060187636,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.08873386909753522,LL,-1.2840340244113215,-1
Kwabre East,Ashanti,Municipal,6.7897864,-1.53792852576917,296814,107533,179517,9764,36.22908622908623,10.6,43.3,24.40585686658985,12.887195347928332,33.63958573382657,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.23976569151162377,LL,-0.6778545294447189,-1
Kwadaso Municipal,Ashanti,Municipal,6.68059249999999,-1.67467000057054,154526,45486,103201,5839,29.435823097731127,9.5,42.4,21.67272821402224,8.426413677957107,34.47445737286929,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.11336819289739912,LL,-1.0613560187652438,-1
Mampong Municipal,Ashanti,Municipal,7.056139,-1.40425,116632,39935,71036,5661,34.24017422319775,22.5,42.6,29.79371013101036,20.66928458742026,30.54050346388641,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.31254889533739233,NS,-0.04786076129013525,0
Obuasi East,Ashanti,Municipal,6.1796409,-1.60356394182495,92401,31606,57813,2982,34.205257518858026,13.1,42.7,17.398080107358147,15.482516422982432,32.050518933777774,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.20833525430915734,NS,-0.3509414228787664,0
Obuasi Municipal,Ashanti,Municipal,6.211542,-1.6894045,104297,33379,67601,3317,32.003796849382056,11.1,42.8,19.659242355964217,12.315790482947737,34.61652780041612,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.15975898228907154,NS,-0.4575695152770959,0
Offinso Municipal,Ashanti,Municipal,7.05794129999999,-1.73462655987467,137272,51264,80409,5599,37.34483361501253,23.5,42.8,30.811818870563556,24.846290576373917,30.63115566175185,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.36866366306560705,NS,-0.10685680062062813,0
Offinso North,Ashanti,District,7.27974815,-1.79832745610104,83440,33087,46907,3446,39.65364333652924,34.3,41.5,33.47315436241611,37.38974113135187,33.918983700862896,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.4183578143463657,NS,-0.3502798544993797,0
Oforikrom Municipal,Ashanti,Municipal,6.672717,-1.5504236985326,213126,53181,152985,6960,24.952844796036143,10.0,42.8,23.01314715238873,10.1015361804754,30.163377532539435,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.12659965224395728,LL,-1.0707264008594477,-1
Old Tafo Municipal,Ashanti,Municipal,6.74083555,-1.60465968075918,114368,36822,73484,4062,32.19606883044208,9.2,42.9,24.64762870733072,11.7270565193061,37.08030218242865,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.1539605074253099,LL,-1.0077768513981697,-1
Sekyere Afram Plains,Ashanti,District,7.20286155,-0.592081996515861,33226,14383,18134,709,43.28838861132848,50.5,40.8,63.40215493890327,51.70348522241618,32.67922711129838,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.6556872887579512,NS,0.27428441887249905,0
Sekyere Central,Ashanti,District,7.21625465,-1.09955606489201,73228,27701,41341,4186,37.82842628502758,39.8,42.4,52.34200032774349,33.0187906265363,32.505325831649095,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.5091452841060728,NS,0.2358835263359982,0
Sekyere East,Ashanti,District,6.77947295,-1.29935419961981,74789,26657,44286,3846,35.64294214389817,17.3,42.5,23.58501918731364,17.21376138202142,31.70118600328925,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.26237367158475483,NS,-0.43902351633086284,0
Sekyere Kumawu,Ashanti,District,6.9098849,-1.23942940155571,64396,23811,36536,4049,36.9758991241692,23.9,42.9,35.775514007081185,20.327349524815205,31.228647742095784,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.36744106476988236,NS,-0.02803821934743254,0
Sekyere South,Ashanti,District,6.99532965,-1.50292100938884,120076,42410,71175,6491,35.31929777807389,22.6,42.8,26.93127685798994,17.737099836770046,30.519004630400747,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.30943913654378596,NS,-0.3124637138337853,0
Suame Municipal,Ashanti,Municipal,6.738487,-1.62476687694823,136290,44226,87459,4605,32.449922958397536,8.7,42.7,23.688458434221147,10.34411915767848,38.17448088634529,97.2,99.4,97.9,92.7,99.3,95.0,89.9,91.9,80.3,0.0,6.700000000000003,0.92925,45.0,34.0,23.0,17.6,7.5,91.85,9.0,61.5,0,0,0.13253898424514618,LL,-1.0143755695216157,-1
Banda,Bono,District,8.1645269,-2.3569966,28179,10408,16424,1347,36.9353064338692,35.7,43.7,23.59203662301714,41.633840803435184,27.48855530714362,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.48714578158942057,NS,-0.05346977269972673,0
Berekum East Municipal,Bono,Municipal,7.4848835,-2.56459096524003,106252,34084,67295,4873,32.078454993788355,12.6,41.7,11.52637126830554,14.741369574219778,33.04314271731356,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.12681700413312322,LL,-0.8473611522785218,-1
Berekum West,Bono,District,7.47199419999999,-2.71078914019081,49464,16717,30022,2725,33.7962962962963,14.8,41.6,12.485848293708557,22.903525796538897,32.6742681546175,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.18174650949380233,LL,-0.9942040269288865,-1
Dormaa Central Municipal,Bono,Municipal,7.23948645,-2.85657511014467,112702,38087,68642,5973,33.794431332185766,15.8,41.7,17.335983389824495,22.177068729924933,35.00558996291104,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.18452304139773204,NS,-0.9287511539277565,0
Dormaa East,Bono,District,7.26432845,-2.64146295349265,67899,23068,41011,3820,33.97399078042386,19.5,41.7,13.639376132196352,24.6822486340005,33.240548461685734,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.2085009482793212,LL,-0.9473234227109917,-1
Dormaa West,Bono,District,6.97538415,-2.9463116043167,47913,17766,28563,1584,37.0797069688811,23.2,40.8,20.33894767599608,30.102477406966795,36.97535115730595,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.23928448750354409,NS,-0.4027307939224478,0
Jaman North,Bono,District,7.9132614,-2.69723280400663,116529,41554,69745,5230,35.65979284126698,14.5,42.4,7.06347776090072,26.408018604810817,30.99571780415176,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.22651455771961868,NS,-0.5802075829134534,0
Jaman South,Bono,Municipal,7.62036559999999,-2.7963718064665,109768,38938,65468,5362,35.472997594927484,15.6,42.1,8.824065301362873,26.3455651920414,32.62699511697399,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.21346808586363772,LL,-0.97296592326398,-1
Sunyani Municipal,Bono,Municipal,7.3384389,-2.3309226,193595,60654,126224,6717,31.330354606265654,10.9,41.5,11.18055734910509,14.46628270358222,33.47142229912963,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.10234143564521347,NS,-0.8248795013222964,0
Sunyani West Municipal,Bono,Municipal,7.35779433737633,-2.34687996021684,136022,43589,86766,5667,32.04555145491171,17.6,43.1,15.605563805854937,20.8275131963947,30.051021158342035,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.2411978366651298,LL,-0.7462332168510051,-1
Tain,Bono,District,7.9614185,-2.1422727,115568,42109,67967,5492,36.43655683234113,21.5,41.9,19.055447874844248,36.54558355254049,33.8986570677004,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.29814658151780804,NS,-0.5017887038827347,0
Wenchi Municipal,Bono,Municipal,7.80281055,-2.08141333112632,124758,46668,72466,5624,37.40681960275092,23.6,42.2,20.25601564629122,33.76456820404303,30.8942111928694,98.6,100.0,97.3,93.3,96.1,94.8,82.1,90.9,75.3,0.0,6.700000000000003,0.91225,36.0,24.0,13.0,9.2,1.5,90.2,11.8,61.5,1,1,0.34245794446208444,NS,-0.44041543057736493,0
Atebubu Amantin Municipal,Bono East,Municipal,7.72813859999999,-1.09550967027384,144947,58535,82014,4398,40.38372646553568,28.8,41.5,25.492766321483025,40.99084492952596,32.79888510972977,97.7,98.9,96.4,89.7,95.8,91.8,84.6,91.9,77.8,0.7,9.200000000000005,0.90975,48.0,36.0,24.0,15.8,6.8,85.2,24.0,44.9,1,0,0.3980477796485254,NS,0.21838817372753708,0
Kintampo North Municipal,Bono East,Municipal,8.053714,-1.728919,140250,54380,80592,5278,38.77361853832442,28.1,43.4,21.59643493761141,40.52263814616756,28.54188948306595,97.7,98.9,96.4,89.7,95.8,91.8,84.6,91.9,77.8,0.7,9.200000000000005,0.90975,48.0,36.0,24.0,15.8,6.8,85.2,24.0,44.9,1,0,0.4506252248045413,HH,0.8293654711321752,1
